dataset,sweep,model,config,roc_mean,roc_std,pr_mean,pr_std,time_mean,time_std
annthyroid,IF_depth_and_trees,IF,IF_t200_d8,0.8080930564966609,0.0018674238736810296,0.2939255805332085,0.0023961852874933576,0.06319479942321778,0.0006543926194927142
annthyroid,IF_depth_and_trees,IF,IF_t100_dNone,0.8351006589422987,0.0016674307634321817,0.2982944366727751,0.0013197840653229658,0.1078033447265625,0.0012057451651051791
annthyroid,IF_depth_and_trees,IF,IF_t200_dNone,0.8333759218618491,0.0011297045133887918,0.30745922873882303,0.002143581186023608,0.22085983753204347,0.005597479534885682
annthyroid,IF_sample_size,IF,IF_s64,0.8353845918299696,0.003633216321368691,0.32622485774701343,0.004132908520021069,0.033177423477172854,0.0005943468160920865
annthyroid,IF_sample_size,IF,IF_s128,0.851895133333558,0.0024688552307197105,0.35290814798530223,0.003391268183552977,0.03099677562713623,0.00029544744224404423
annthyroid,IF_sample_size,IF,IF_s256,0.7962842070723927,0.0036670930733017255,0.2754587542684318,0.003449976218347987,0.02950296401977539,0.0004924523048366027
annthyroid,IF_sample_size,IF,IF_s512,0.7987541169847322,0.0011428267247675199,0.27768238789291544,0.002232891512901706,0.02934107780456543,0.00039452980585261073
annthyroid,Split_geometry_ndim,IF,ndim1_random,0.7962842070723927,0.0036670930733017255,0.2754587542684318,0.003449976218347987,0.029897260665893554,0.0005191254748879023
annthyroid,Split_geometry_ndim,EIF,ndim2_random,0.7163104512698462,0.0007305788054738046,0.22074684930155564,0.002029558481817368,0.0930934190750122,0.003156803716135031
annthyroid,FCF_trees_and_samplesize,FCF,FCF_t100_s256,0.7434228394749587,0.0011859491845586391,0.22703926698692406,0.002848616173541163,0.13917741775512696,0.00371840801675421
annthyroid,FCF_trees_and_samplesize,FCF,FCF_t200_s256,0.7430056207867978,0.0003407786274797016,0.22988950563422322,0.0006803471392441637,0.28918235301971434,0.007971206055847934
annthyroid,FCF_trees_and_samplesize,FCF,FCF_t200_s128,0.7356265120894111,0.0011067276415953555,0.20652308128795668,0.004750211116779241,0.21247191429138185,0.002631704226375668
annthyroid,FCF_trees_and_samplesize,FCF,FCF_t200_s512,0.7389276427642765,0.0009729078454701508,0.23105777258465773,0.0015141104307926673,0.46779680252075195,0.007947180407220384
annthyroid,SCiF_ntry_and_range_penalty,SCiF,SCiF_ntry1_pen0,0.6029134795502022,0.001358649479695595,0.14793121264363635,0.0016325565820287245,0.08277401924133301,0.0027998339458245544
annthyroid,SCiF_ntry_and_range_penalty,SCiF,SCiF_ntry10_pen0,0.6792958930724533,0.0009141774109156076,0.3358617504119108,0.0010460323850569819,0.1901026487350464,0.001988331701251178
annthyroid,SCiF_ntry_and_range_penalty,SCiF,SCiF_ntry10_pen1,0.6785602296184675,0.000697260180011228,0.3339274496501782,0.0010741297884261888,0.19141414165496826,0.00119029360619348
annthyroid,Scoring_metric,IF,IF_score_depth,0.7962842070723927,0.0036670930733017255,0.2754587542684318,0.003449976218347987,0.029669761657714844,0.0006230058313395443
annthyroid,Scoring_metric,IF,IF_score_density,0.852912173239796,0.003498495177660538,0.33209568446599036,0.003958529622479903,0.029417920112609863,0.0005511533699876978
mnist,IF_depth_and_trees,IF,IF_t100_d8,0.8235598187123611,0.0020843716042320483,0.294350071024146,0.0027893941230454525,0.03480534553527832,0.0008842398679836367
mnist,IF_depth_and_trees,IF,IF_t200_d8,0.8141187889323482,0.00147928344898822,0.28471053492416104,0.002068121910593052,0.07260925769805908,0.0014872452166318744
mnist,IF_depth_and_trees,IF,IF_t100_dNone,0.8094353179776907,0.0008114397546700236,0.29111197532042743,0.0030468820575836318,0.09589273929595947,0.0020128979232156897
mnist,IF_depth_and_trees,IF,IF_t200_dNone,0.8035082262370399,0.0008931706375210203,0.27740832179419866,0.0024071548224311994,0.19296526908874512,0.00465894805804899
mnist,IF_sample_size,IF,IF_s64,0.7798704807433621,0.002800885222197811,0.21467454146120887,0.004571067081663728,0.03866817951202393,0.0005105701495862192
mnist,IF_sample_size,IF,IF_s128,0.7777086980815795,0.0029773478623494787,0.24556023825215384,0.0061884888707753145,0.03585052490234375,0.0003907301408999239
mnist,IF_sample_size,IF,IF_s256,0.8235598187123611,0.0020843716042320483,0.294350071024146,0.0027893941230454525,0.0347437858581543,0.0006687979426132545
mnist,IF_sample_size,IF,IF_s512,0.8190533929347488,0.0023282684115597573,0.2936712499436145,0.002841913320214385,0.03357322216033935,0.0006919140983491419
